Time,HI
231,1.1809335387903364
232,1.1727241857982416
233,1.1751663616847714
234,1.136719901999458
235,1.1553115260058648
236,1.1779899084018337
237,1.1308044861279531
238,1.129562754967896
239,1.138186856141622
240,1.1066101273414586
241,1.1443875740826295
242,1.192911040025136
243,1.1476125128049028
244,1.1616938941449375
245,1.1690271502792913
246,1.1631837731783663
247,1.1502241306484269
248,1.188345407957358
249,1.1468761937226652
250,1.1631941669609644
251,1.1074970241107982
252,1.1968339911970045
253,1.1560512386435748
254,1.1609351102157397
255,1.1211888419612572
256,1.182733916825968
257,1.2156137300674774
258,1.1761061962025656
259,1.1710555397461184
260,1.1363592005888423
261,1.1782759200110633
262,1.164883114862586
263,1.1842765130889439
264,1.184063000700781
265,1.127301370891751
266,1.1878629957578815
267,1.1699040003977788
268,1.159140402568568
269,1.151786314211566
270,1.1698880108497691
271,1.1598652853713014
272,1.1954589405603158
273,1.1734073264446288
274,1.1679188021999163
275,1.1873282969366707
276,1.1709178466921781
277,1.1759078883165535
278,1.16366900676888
279,1.1388213304849863
280,1.1416356969441366
281,1.1096475686118812
282,1.1634465185138396
283,1.1941972616163103
284,1.2344516109084167
285,1.2068186132231822
286,1.1953403740829056
287,1.1471328036191006
288,1.092823674135915
289,1.167436525309165
290,1.153803148557954
291,1.1742048382302541
292,1.1605645423910624
293,1.1974313554505125
294,1.1926587682576424
295,1.1602175342776406
296,1.201823620518951
297,1.213175648362833
298,1.1873779080551143
299,1.2018994035583173
300,1.1386161539067328
301,1.1559156476898818
302,1.2121517303008889
303,1.1908184113448594
304,1.1534763779792294
305,1.172470140653419
306,1.1833847286167622
307,1.1518458967992669
308,1.1881858983012419
309,1.164729144896732
310,1.1778046767133397
311,1.1568169763972886
312,1.1123130532522563
313,1.1624985942930848
314,1.190968048441269
315,1.187708485731589
316,1.1568337024598285
317,1.1753897875051862
318,1.1881968938289658
319,1.2104865840776708
320,1.15777642721928
321,1.1807878004491856
322,1.207394088396101
323,1.1287957484131004
324,1.1697160471516899
325,1.1930766840250113
326,1.1813021843467004
327,1.1702128307645974
328,1.1881161979827404
329,1.2016791460202096
330,1.1610622035163554
331,1.157771779078699
332,1.1606224292174683
333,1.154465023636844
334,1.2226597826514176
335,1.1951514075602787
336,1.16854067401849
337,1.171599599419914
338,1.2020554293311592
339,1.1923258138461048
340,1.2033909506704679
341,1.1986284442024357
342,1.1301442505450292
343,1.1597471394682184
344,1.2112785669792046
345,1.179247854546182
346,1.1915704612398952
347,1.1725641427452214
348,1.1765243216177264
349,1.1882423626272314
350,1.1739595327820822
351,1.1562609208834358
352,1.181824301801246
353,1.2042740372916794
354,1.1767382572503282
355,1.2026687759737031
356,1.1738536512427151
357,1.2211887952148937
358,1.20023884519499
359,1.1730861287709837
360,1.2562601070707178
361,1.2149341189227503
362,1.1890538497316914
363,1.20716495485747
364,1.1645692082481345
365,1.1920712374329068
366,1.1793920149079018
367,1.1689166791191967
368,1.1799552109369755
369,1.1767845837783892
370,1.148996584575317
371,1.1516134314100337
372,1.1771777877099159
373,1.1521714868897868
374,1.1681504084717091
375,1.2042945618695804
376,1.1708118591484031
377,1.170775744983292
378,1.1675817062260498
379,1.1761468605090397
380,1.1970053523528859
381,1.1962297544261191
382,1.2006306851955357
383,1.1586204369124409
384,1.1917275753948644
385,1.1879983188418228
386,1.1852759338629595
387,1.1871757461401826
388,1.217924860988182
389,1.1583671219508158
390,1.1986572281174583
391,1.205615289453232
392,1.1452411992655787
393,1.2160212440722291
394,1.156556647389612
395,1.2081132169138737
396,1.1753506856111806
397,1.184760734744226
398,1.190434791779708
399,1.1897506191245957
400,1.2404452460505047
401,1.105882963476971
402,1.1270273703131204
403,1.210560800421615
404,1.1562799939457253
405,1.1912661559602553
406,1.1865591381882048
407,1.2034303268359836
408,1.1826813412861903
409,1.1857890401119349
410,1.1635757465251162
411,1.1656399277392597
412,1.1820763399763303
413,1.2013510030411116
414,1.1675217190229326
415,1.1406492016534129
416,1.2293039398971013
417,1.1573546166537716
418,1.1873425566510767
419,1.220577156306311
420,1.1796361923368763
421,1.1939001885936726
422,1.1601725320574787
423,1.1484248701659518
424,1.1448547086036334
425,1.146840192062255
426,1.1974604006181286
427,1.201460720145617
428,1.1625080763276694
429,1.2139364495486793
430,1.1753078322698602
431,1.1671424728087838
432,1.1825713541706007
433,1.176165404785278
434,1.2159669677838896
435,1.1700299709829611
436,1.192083091294167
437,1.1426929210124368
438,1.1759033747201884
439,1.1830005868532598
440,1.155480340536048
441,1.1908159562514962
442,1.1737234974011705
443,1.1661394388630129
444,1.1876241254674609
445,1.1729036366851007
446,1.2024688790332263
447,1.1859556714339798
448,1.2498070035586313
449,1.1846934621362994
450,1.1695525486273188
451,1.16974150078141
452,1.2066955352055055
453,1.1681287956954312
454,1.1857994955795168
455,1.2611767101007265
456,1.2115996287509017
457,1.1619839058264185
458,1.1527867059350563
459,1.177259302255258
460,1.2147744867918888
461,1.194952300121662
462,1.216737468788403
463,1.1536888990834309
464,1.2073156322940728
465,1.2165679291866567
466,1.1496210340084754
467,1.2086647448578578
468,1.1527385829429266
469,1.1960668030633577
470,1.1733789917360704
471,1.1547738536977374
472,1.2031554547098677
473,1.1340215384576777
474,1.2260938216079305
475,1.1948750888850457
476,1.1727299909461886
477,1.1860398653292104
478,1.1959504237654368
479,1.2303777932876239
480,1.1989215260628843
481,1.1734345838483322
482,1.1577679925306137
483,1.2036739766867026
484,1.2119236484310232
485,1.1896173212332617
486,1.2328900316613518
487,1.179177616877826
488,1.189308049285419
489,1.2232215419973547
490,1.1483996218788775
491,1.20873450042002
492,1.1748420454209476
493,1.1708642145437649
494,1.1766932227051445
495,1.2029467578016209
496,1.1730430280640403
497,1.2055109242483972
498,1.185063126932045
499,1.17343621547404
500,1.1855148294826718
501,1.188271739677499
502,1.1777419578308566
503,1.2041367054041534
504,1.2135254451280872
505,1.1756256635426672
506,1.2169290362867455
507,1.2045194560222818
508,1.1891365644797334
509,1.1813206401801615
510,1.1791187023132599
511,1.199970133846033
512,1.224145834450382
513,1.2131134532337329
514,1.188789720503427
515,1.2042063141609525
516,1.214943334291373
517,1.2311987594442313
518,1.208640389820136
519,1.2036900444858105
520,1.1542883302514078
521,1.2002995559113765
522,1.1972583955145988
523,1.2035401263356231
524,1.1928113732188879
525,1.1685776522236206
526,1.1572393256106444
527,1.1929477449435582
528,1.1901545810087881
529,1.1708332110521842
530,1.1989488951432352
531,1.1896302464458846
532,1.2000190263472503
533,1.2371565151693356
534,1.2151732256794794
535,1.2058357364964176
536,1.1719376660356058
537,1.2190584684241612
538,1.2008795204437466
539,1.1978308675172715
540,1.1927753989311276
541,1.1844154415660673
542,1.2178064712098027
543,1.1915032032092392
544,1.1995209156246158
545,1.1685667817031287
546,1.156015302798265
547,1.2329434527579544
548,1.1679866435995296
549,1.1527562636889477
550,1.1949625569541689
551,1.2374349240913598
552,1.1777866967117923
553,1.1867900908164977
554,1.1994137731539012
555,1.1816217926722492
556,1.1915006744164334
557,1.1914649433602327
558,1.1960527106583152
559,1.1523075738845796
560,1.1819493006339874
561,1.1630387787442857
562,1.24801378057659
563,1.2396214137193524
564,1.2021432441044997
565,1.2237516927734604
566,1.177832169959657
567,1.1906007425344944
568,1.190010942913636
569,1.2129950707776311
570,1.238393857101111
571,1.1769643350624461
572,1.1988294372150528
573,1.214840554173613
574,1.1748925688405558
575,1.2275613504890017
576,1.2157951487814969
577,1.1966739358510434
578,1.211235455276685
579,1.220142409503924
580,1.2236438531920462
581,1.23629703632229
582,1.2166951558370673
583,1.2162926619644892
584,1.1682638074314486
585,1.1833884030039492
586,1.1835885928756953
587,1.2035832641427073
588,1.1486620484352414
589,1.1669896604014898
590,1.2021941939629066
591,1.1976305155929747
592,1.1920192443992912
593,1.2221806939690023
594,1.2157885937321542
595,1.238321981365369
596,1.2138963424761817
597,1.1770426756926085
598,1.2130525298436774
599,1.2054950149197494
600,1.1995796759501625
601,1.2083161037115675
602,1.181582505491849
603,1.2564272626693798
604,1.2309424596136942
605,1.1753555531256583
606,1.1796972738155287
607,1.1778555337339687
608,1.2396163705024685
609,1.2372138471847214
610,1.193753414278625
611,1.2094053391868114
612,1.1678465491735741
613,1.1993422190873513
614,1.2158033925296023
615,1.2148029372668039
616,1.2093338261016726
617,1.2332889760256553
618,1.2124374629068007
619,1.1737561719705476
620,1.2110633969077214
621,1.2355030104911455
622,1.2297179732685741
623,1.1863159519328978
624,1.2247795432951345
625,1.2351615867501453
626,1.2238738360516779
627,1.1516574479269226
628,1.2435560816967053
629,1.2015439057435024
630,1.2425814123349128
631,1.2073157221820137
632,1.202210695786594
633,1.2543345132513353
634,1.2458501076969055
635,1.2060702689141156
636,1.1860772680032738
637,1.1828535404337959
638,1.205575752933949
639,1.2033231833093871
640,1.2635350555697087
641,1.1667989271309387
642,1.1964500169177674
643,1.2238025418938532
644,1.1638049569412072
645,1.2518908070305614
646,1.2317700392249489
647,1.2619613563564152
648,1.2437304868060939
649,1.2220096591286767
650,1.2377632283264743
651,1.2358797105377033
652,1.2111615669504516
653,1.2064036037595938
654,1.2259620288292343
655,1.2429127410453755
656,1.1895470890275135
657,1.2261705446027182
658,1.2394694081127633
659,1.2115759604606626
660,1.226258882126004
661,1.250543112118355
662,1.1996416211732581
663,1.2171287056544315
664,1.2198163891542027
665,1.2232305176419906
666,1.2072569400565212
667,1.219321833447592
668,1.2559267201221394
669,1.2129234106792408
670,1.1887278244316442
671,1.2038358982517416
672,1.1985906553713894
673,1.2143523319281357
674,1.2285054904774695
675,1.2288740288467968
676,1.1383290577502934
677,1.188337322633799
678,1.1924825798160246
679,1.2222404684660977
680,1.2242298122042787
681,1.207049791233389
682,1.2581444437304428
683,1.221725971174246
684,1.196680613300419
685,1.1966288753664391
686,1.2211032353478166
687,1.2187455519050672
688,1.1965039097476065
689,1.193093236292213
690,1.1946208612911586
691,1.199353916995027
692,1.216229227291698
693,1.203131018570173
694,1.24798878216146
695,1.240923086249143
696,1.2185125624682507
697,1.1925198938616142
698,1.1508907620488495
699,1.2397653727172073
700,1.1838343999191698
701,1.1895882828109212
702,1.239031171266355
703,1.1888575903095888
704,1.2351340839726015
705,1.2336340374033972
706,1.1877277552211274
707,1.194064567079703
708,1.206208391082096
709,1.273302773577617
710,1.230731441841535
711,1.205122762902028
712,1.2054493099733379
713,1.193768046969347
714,1.2028610846597385
715,1.2186142730160159
716,1.1890952846386906
717,1.1547738227853714
718,1.157371251048972
719,1.21174253608355
720,1.1840610151314388
721,1.2387339472184125
722,1.216928789054755
723,1.1716894886844302
724,1.2270537149603515
725,1.1994684039958012
726,1.1829275064187081
727,1.2133949040760428
728,1.203655946124429
729,1.2215308891951902
730,1.275771847788656
731,1.2315871378040324
732,1.1944849514854057
733,1.2314692337685353
734,1.1920096978576795
735,1.2294312519964616
736,1.207398107006168
737,1.202169906935727
738,1.1938721644277446
739,1.1989550588115405
740,1.1675476798151223
741,1.1896283378501618
742,1.1794510476352174
743,1.2036535686262928
744,1.169774886349045
745,1.202614065768153
746,1.2413764149401088
747,1.2186612840321613
748,1.1604645655298786
749,1.2093701241069468
750,1.2268666438324474
751,1.259127644071833
752,1.216482507834106
753,1.217482146428603
754,1.1758269196509246
755,1.2085827294949325
756,1.2069166668068563
757,1.1765348720176927
758,1.2053367077723114
759,1.1752693194718715
760,1.2498976538362352
761,1.2320670714977606
762,1.2134299218876192
763,1.2023847050612433
764,1.1858184506495852
765,1.2342587881391704
766,1.2464620264072734
767,1.201077878281274
768,1.205711998240744
769,1.21135060604519
770,1.2408124492823784
771,1.1637508882195666
772,1.1862316511755828
773,1.1460134523074628
774,1.1784187056823459
775,1.2345075401323666
776,1.2583123130871816
777,1.2302142397789393
778,1.201101347207509
779,1.2193374553594176
780,1.220425757358949
781,1.1801781195730567
782,1.2144266765791594
783,1.1745208388692192
784,1.2227658182562475
785,1.2093315595644036
786,1.1877115981583368
787,1.1824030718246776
788,1.2339399807939475
789,1.2372296072450166
790,1.2394432948325622
791,1.2472247880319196
792,1.217436676322937
793,1.2462377958226256
794,1.2268465547174567
795,1.2007089662598318
796,1.2189915306150816
797,1.2461972546550881
798,1.1596918895638018
799,1.175709733406185
800,1.184329207543423
801,1.215113021380236
802,1.1860844485218451
803,1.1802445085140603
804,1.1831441806050063
805,1.1820100671498779
806,1.2137151285539118
807,1.2059497300972617
808,1.2119229397728342
809,1.1895274426274045
810,1.1898242275708089
811,1.1986860444112284
812,1.1741831779297616
813,1.243535984666261
814,1.2067301046302605
815,1.1808092948337787
816,1.2028571186000072
817,1.2216646288023645
818,1.2002122936686728
819,1.2097236941099332
820,1.194337177038619
821,1.2005271868376346
822,1.2737882924408963
823,1.188042515113705
824,1.217860492821501
825,1.2020317131124083
826,1.2036799732155465
827,1.2317172659862579
828,1.2062239977965643
829,1.241647872267751
830,1.1852422796271522
831,1.245589569462257
832,1.2178859550881107
833,1.1649421782096612
834,1.2484231515246653
835,1.2409892379590226
836,1.2314224727005663
837,1.243036136938258
838,1.2349002069855841
839,1.238320174093763
840,1.1800903283134618
841,1.2103298799187348
842,1.2201446035592411
843,1.2035129878325614
844,1.1890204919736482
845,1.1923355801781212
846,1.2196283818469313
847,1.2186124659524928
848,1.208257743225302
849,1.2061903288449318
850,1.2079411082399154
851,1.1793267416967033
852,1.2015952580477667
853,1.220902848013376
854,1.2255315960551911
855,1.2310441905495422
856,1.2119721570904631
857,1.2065655992358615
858,1.213731953584033
859,1.1971173306719904
860,1.2162555667518198
861,1.1646895618119375
862,1.1508319120504333
863,1.1996210122763906
864,1.2089315810141426
865,1.1963967420685595
866,1.2324506544811364
867,1.2412217754184507
868,1.2248390062611023
869,1.2070156098029334
870,1.213287008819572
871,1.2407655736629513
872,1.2315215673203035
873,1.167251854435289
874,1.2146872337051744
875,1.1986164155629315
876,1.2244669309382652
877,1.237862974577702
878,1.2102392256020926
879,1.1846537527208723
880,1.18287735107126
881,1.210362068871526
882,1.2472115051944288
883,1.1809688358994515
884,1.2184229179247446
885,1.2441507386653081
886,1.1966824635215993
887,1.249449309135585
888,1.1908275921574718
889,1.2094377663066846
890,1.2276289380066814
891,1.2276396686332176
892,1.1964700663147685
893,1.2188872165155094
894,1.216002084545082
895,1.2162318990854897
896,1.177906598658923
897,1.2130065587907084
898,1.1645654746483447
899,1.2355998513069122
900,1.2097002236725385
901,1.2687697769627162
902,1.2159485496398685
903,1.243393170070978
904,1.2173617156167444
905,1.2152715012551978
906,1.2087584506689069
907,1.2524493741769136
908,1.2339839257059284
909,1.215574894081368
910,1.2498279743178218
911,1.2121796299465446
912,1.2211124142143963
913,1.223516184508673
914,1.2435756532547282
915,1.2111641301051461
916,1.2086671282217987
917,1.22735394050924
918,1.2506537486238427
919,1.2461528554415653
920,1.1935516159040425
921,1.223936064693179
922,1.2212277778597922
923,1.2244483059583304
924,1.2106341206738687
925,1.235402729925592
926,1.204519206281452
927,1.2047638069083793
928,1.2301794455798127
929,1.2400704172790777
930,1.2088381160896828
931,1.2115626013334422
932,1.2171752614909725
933,1.2468970046853136
934,1.1704509225419286
935,1.2348272886288758
936,1.200966555939016
937,1.230299680483138
938,1.1904529600282796
939,1.2430396452681698
940,1.2535445518937356
941,1.1980011912138038
942,1.2243226027983674
943,1.2445385312606763
944,1.2399867125476431
945,1.2691364970238737
946,1.2413850835050528
947,1.2085589254192082
948,1.1873554206559662
949,1.2127520990589495
950,1.2439454267513992
951,1.2876717768476922
952,1.2047986404802318
953,1.2187310655036594
954,1.2067063596078906
955,1.2656570019255113
956,1.2505306848822169
957,1.283447406507475
958,1.22877585769189
959,1.1900778597010155
960,1.2266729536121588
961,1.2505797264653222
962,1.2302138721012628
963,1.2505080980652035
964,1.270809860735926
965,1.2733590576204241
966,1.2178180493074797
967,1.244962355557085
968,1.289459499147844
969,1.214381012425175
970,1.2875832689247935
971,1.2358823591745676
972,1.257173221188141
973,1.307222865420726
974,1.2235504300323516
975,1.2769597988706718
976,1.242555505185723
977,1.2225763496762188
978,1.2427208862262908
979,1.251819770778311
980,1.2368115491949054
981,1.2255712448278928
982,1.2286303572031687
983,1.246166727705
984,1.2783244357385195
985,1.2720447159370938
986,1.2728298916220935
987,1.2434932293989591
988,1.2866763713110647
989,1.2685760835810664
990,1.273720425409336
991,1.2492680845597752
992,1.250077136467711
993,1.2836210290465908
994,1.2789454286050712
995,1.2914634031207524
996,1.2613123404239972
997,1.2127207485761513
998,1.2661761460894874
999,1.3030064492624773
1000,1.216607263719261
1001,1.2631830615006436
1002,1.2630027174812206
1003,1.2915957583446285
1004,1.300886058560224
1005,1.2659624463107109
1006,1.3054572877476862
1007,1.2654129082745227
1008,1.3030595771522187
1009,1.3055899865451757
1010,1.2691088223143274
1011,1.272942568084986
1012,1.2795043248836808
1013,1.2497514705113777
1014,1.250609206368904
1015,1.2461080138144358
1016,1.315271740216468
1017,1.3039687109021245
1018,1.2852060753565258
1019,1.2958512159697864
1020,1.2917576261043224
1021,1.2846653689317817
1022,1.2960464696626455
1023,1.292727841090785
1024,1.3042321874376204
1025,1.2443183634755617
1026,1.3129160416629566
1027,1.2725879164034297
1028,1.3167231789216958
1029,1.269194372195936
1030,1.3135004120450753
1031,1.3326430821567867
1032,1.2664808553206268
1033,1.3010637577251178
1034,1.2643532421114128
1035,1.2930562868990114
1036,1.300552681250338
1037,1.3089929760758852
1038,1.315229689718553
1039,1.3119901830162148
1040,1.2874521490070447
1041,1.2886585676627504
1042,1.314656117363316
1043,1.3082151139395557
1044,1.2878923289362951
1045,1.2956687342147046
1046,1.3028813313092127
1047,1.2907297634606976
1048,1.2933442110335591
1049,1.3362556546645652
1050,1.3072774726784133
1051,1.3410183001294964
1052,1.3266484042645998
1053,1.2951306786666836
1054,1.3123187824756704
1055,1.2479608402356068
1056,1.2962881473402532
1057,1.3292310200799418
1058,1.3122972150923524
1059,1.3216816948463603
1060,1.297185151719027
1061,1.2953955912663981
1062,1.3000482462855378
1063,1.324350348459948
1064,1.3193454597043601
1065,1.3347134874166755
1066,1.332991289390984
1067,1.2868857609697704
1068,1.3399920317068392
1069,1.3133242830555085
1070,1.3138190021167735
1071,1.3143591393753626
1072,1.302729070346832
1073,1.3055308467708187
1074,1.3152570892447164
1075,1.3231881457996613
1076,1.2939744574094254
1077,1.3074923835629304
1078,1.272930166157062
1079,1.3205958644317304
1080,1.300298362696053
1081,1.3096948028948607
1082,1.3359927088027894
1083,1.350613456550811
1084,1.33518971708405
1085,1.3179630644195865
1086,1.314619687981957
1087,1.3642714090328787
1088,1.2941050266456198
1089,1.3241303420298738
1090,1.3574921036853627
1091,1.28855662036009
1092,1.3478078138165561
1093,1.3406842633054235
1094,1.3287972938257946
1095,1.31460103855046
1096,1.3349472099488278
1097,1.3499361535397418
1098,1.3156353234904703
1099,1.32266585443194
1100,1.3630752460203122
1101,1.3030584667898069
1102,1.3115639923040563
1103,1.3096377914171187
1104,1.3124769592793477
1105,1.3051357153089305
1106,1.3224205051040432
1107,1.3090420426563945
1108,1.3090651383122642
1109,1.3337185847492805
1110,1.3009018246904078
1111,1.319857280185022
1112,1.3434686934970421
1113,1.2947429671117132
1114,1.3194681534031159
1115,1.3068883887415368
1116,1.3152008575455572
1117,1.3366332848189022
1118,1.302619180027272
1119,1.3162769232945881
1120,1.3629927620758084
1121,1.3146098582809647
1122,1.256551261848142
1123,1.2996015430807175
1124,1.3270542180337364
1125,1.3269494974375524
1126,1.3373674101901463
1127,1.2865803512707934
1128,1.2940985876593272
1129,1.3135187926421366
1130,1.3196400663200174
1131,1.3038520530538318
1132,1.3327577941538953
1133,1.3240972613088065
1134,1.3426497976331797
1135,1.3017340232485333
1136,1.2989286356190224
1137,1.287568933453174
1138,1.3136452244857102
1139,1.3034551978538542
1140,1.2891315030414796
1141,1.326006281064314
1142,1.3449756263319155
1143,1.3251259338087746
1144,1.3390158418426228
1145,1.3255656763772705
1146,1.3167812522945903
1147,1.3259497905385929
1148,1.2849675121372464
1149,1.3056691124630577
1150,1.3177175479562973
1151,1.3319850010076968
1152,1.3138164976992852
1153,1.3044899156116445
1154,1.3046592725396513
1155,1.2611282197558618
1156,1.3250069499763815
1157,1.312393016803374
1158,1.299951870596882
1159,1.300829847109959
1160,1.2957874083657255
1161,1.3447770899605245
1162,1.2983920256989965
1163,1.342082421414942
1164,1.2702339428942342
1165,1.3031185784518016
1166,1.3396899346657416
1167,1.3306841666258964
1168,1.3078347664268613
1169,1.3072801976849207
1170,1.3079549194407163
1171,1.3475767255667992
1172,1.3114544000939818
1173,1.2967553830408
1174,1.3183879819580366
1175,1.3531906283858188
1176,1.3376343812205536
1177,1.298933894639877
1178,1.276006363655595
1179,1.2912650624818034
1180,1.2853636846711216
1181,1.3054822005374704
1182,1.2965682172753026
1183,1.3396634354239272
1184,1.343800519841416
1185,1.2903690996364592
1186,1.3020538293621065
1187,1.2974709546463261
1188,1.2844239578805063
1189,1.3289969349831519
1190,1.2888395543516487
1191,1.3094297418167504
1192,1.3144008378016994
1193,1.2906544980865204
1194,1.3240682209483379
1195,1.3588956360138158
1196,1.308790017465967
1197,1.3038154037243674
1198,1.2932314724883245
1199,1.3141110535370846
1200,1.2899021453935362
1201,1.3011552340458374
1202,1.2886706449254277
1203,1.2624372695283184
1204,1.2968601168624891
1205,1.3043356029226476
1206,1.309970567705071
1207,1.279001833496407
1208,1.2775698955114587
1209,1.2855325538887017
1210,1.3014927688932731
1211,1.28168493822738
1212,1.279256404074173
1213,1.31895329322983
1214,1.2667292303730608
1215,1.3186818548207757
1216,1.2781786821477643
1217,1.3335175705423035
1218,1.3255796960563102
1219,1.2841488520971918
1220,1.2816303982277462
1221,1.3019166140188534
1222,1.2944229696863458
1223,1.293098691730031
1224,1.290467914294207
1225,1.3246190025895732
1226,1.306446421332967
1227,1.3180613195045339
1228,1.286521372400619
1229,1.3202822373285632
1230,1.3398095556746383
1231,1.2989051813384873
1232,1.2666302340315132
1233,1.295637271400828
1234,1.2696080884269498
1235,1.3132885926020232
1236,1.2721835287420382
1237,1.3217136292955949
1238,1.2922927292015456
1239,1.269107381980836
1240,1.3239208201482442
1241,1.2586594258109445
1242,1.2961922925405207
1243,1.3224462399449952
1244,1.3256723106055517
1245,1.2774360906121234
1246,1.3069701468948052
1247,1.2773005385221552
1248,1.2660125214536615
1249,1.2869754283325472
1250,1.2659786907102597
1251,1.2939097456334199
1252,1.3313158279003139
1253,1.2953549590734792
1254,1.2698134915750794
1255,1.2896779596749282
1256,1.2602436966500081
1257,1.3049480834666256
1258,1.2996480133795738
1259,1.286861336729811
1260,1.2753031560306747
1261,1.3144370267637824
1262,1.280810424505235
1263,1.2914580899337118
1264,1.2852751344486275
1265,1.2633693564658979
1266,1.3119252903922933
1267,1.26060430369106
1268,1.283426251600653
1269,1.308147741284558
1270,1.2842657037038057
1271,1.3216419143184663
